id,source,translation
38,"À côté du temps fabuleux dont ils n'ordonneraient pas avant longtemps les épisodes, la Débâcle, l'Exode, l'Occupation, le Débarquement, la Victoire ils trouvaient terne celui, sans nom, où ils grandissaient.","Obok wspaniałych czasów, których jeszcze długo nie zorganizują - Katastrofy, Exodusu, Okupacji, Lądowania i Zwycięstwa, ten bezimienny czas, w którym dorastali było nudny."
39,"Ils regrettaient de ne pas avoir été nés, ou à peine, quand il fallait partir en cohorte sur les routes et dormir sur la paille comme des bohémiens.","Żałowali, że nie urodzili się, lub ledwo przyszli na świat, gdy trzeba było wyruszać w drogę i spać na sianie jak cyganie."
40,De ce temps non vécu ils garderaient le regret tenace.,Po tym nieżyjącym czasie będą czuć trwały żal.
41,La mémoire des autres leur refilait une nostalgie secrète pour cette époque qu'ils avaient manquée de si peu et l'espérance de la vivre un jour.,"Pamięć innych przekazywała im tęsknotę za tamtym okresem, którego tak niewiele brakowało im by doświadczyć oraz nadzieję na to, że pewnego dnia go przeżyją."
42,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,Chłopcy byli dumni z wyruszenia do regimentu i uważano ich za pięknych żołnierzy.
43,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","Wieczorem przed radą rekrutacyjną chodzili od kawiarni do kawiarni, świętując chwałę bycia uznawanymi za prawdziwych mężczyzn."
44,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.",Przed wstąpieniem do regimentu byli jeszcze dzieciakami i nie mieli wartości na rynku pracy ani małżeństwa.
45,"Après, ils pourraient avoir une femme et des enfants.",Potem mogliby mieć żonę i dzieci.
46,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,"Mundur, który nosili na zezwolenia, owijał ich w narodową piękność i wirtualne poświęcenie."
47,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.","Cień zwycięskich żołnierzy, GI, unosił się wokół nich."
48,"Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes.","Szorstka tkanina marynarki, którą dotykało się lekko stając na palcach, materializowała absolutne rozdzielenie między światem mężczyzn a światem kobiet."
49,À les voir on éprouvait un sentiment d'héroïsme.,Na ich widok odczuwało się uczucie bohaterstwa.
50,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Inny zdjęcie, podpisane przez tego samego fotografa, ale papier w książeczce jest bardziej zwyczajny, a złote obramowanie zniknęło – z pewnością przeznaczone do tego samego rodzinnego rozwoju ukazuje małą dziewczynkę około czterech lat, poważną, prawie smutną pomimo dobrze usposobionej puchatej buzi pod krótkimi włosami rozdzielonymi na środku i zapinanymi spinkami do których zostały przyczepione wstążki jak motyle."
51,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.","Lewa dłoń spoczywa na tym samym, w pełni widocznym stoliku rzeźbionym w stylu Ludwika XVI."
52,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","Występuje zakuwanie w jej gorsecie, spódniczka z szelkami unosi się z przodu ze względu na wystający brzuch, być może znak krzywicy (1944, około)."
53,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Dwie inne małe zdjęcia z ząbkowanymi krawędziami, prawdopodobnie pochodzące z tego samego roku, pokazują te same dziecko, ale szczuplejsze w sukience falbaniastej i rękawach balonowych."
54,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","Na pierwszym miejscu roześmiana tuliła się do kobiety o masywnym ciele, w sukience z szerokimi paskami, z włosami spiętymi w grube rolki."
55,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","Na drugiej ręce unosi pięść lewą, prawą trzyma mężczyzna, wysoki, w jasnej marynarce i spodniach z kantami, o nonszalanckim wyrazie."
56,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.","Obie fotografie zostały zrobione tego samego dnia przed murem zwieńczonym kwiatowym obrzeżem, na brukowanym dziedzińcu."
57,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,"Nad głowami przewieszono sznur na pranie, na którym został zaplątany szpilka."
