id,source,translation
27,Coście?,何を持っているんですか？
28,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",「黙れ。おまえたちは関与しないで、そうでなければ痛みを感じるだろう」とにきび顔が警告した。
29,Sielna klacz powtórzył rzeźnik.,「美しい雌馬だ」と肉屋が繰り返した。
30,"Zostaw tego konia w spokoju, kochasiu.",その馬をそっとしておいて、愛しい人よ。
31,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",肉屋はゆっくりと、壁の隅から人々の背後から現れた見知らぬ旅人に向き直った。その旅人は、地下牢の入り口周辺に集まっている群衆から逸脱して出て来た。
32,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",その見知らぬ人は、くせ毛で濃い栗色の髪をしており、厚手のカフタンに茶色のチュニックを着て、高い乗馬用のブーツを履いていた。
33,I żadnej broni.,そして武器もなし。
34,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",「馬から離れろ」と彼は再度言い、悪意に満ちた笑顔を浮かべた。
35,Jakże to?,それはどういうことだ？
36,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę?",他人の馬、他人の鍬、他人の財産、そんなものにあなたはその悪びれない目をむけて、卑怯な手を伸ばすつもりか？
37,Godzi się tak?,それは良いのですか？
38,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",にきび面で、ゆっくりとジャンパーの脇に手を滑らせながら、肉屋を見つめた。
39,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋は頷き、更に二人が出て来た短く切り揃えられた頑丈なグループの方を指した。
40,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",彼ら二人は棍棒を持っていました、それは屠殺場で動物を窒息させるのに使うようなものです。
41,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",「誰だと思ってるのか？君たち」とニキビ面が言い、腋から手を出さずに、「何が正しくて何が違うのか、教えてくれるのか？」
42,"Nic ci do tego, kochasiu.",それは君には関係ないよ、ダーリン。
43,Broni nie nosicie.,あなたは武器を持っていません。
44,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,その見知らぬ人はさらに皮肉な笑みを浮かべた。
45,Nie nosze.,着てない。
46,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",そのにきびだらけの不良が脇から手を出し、一緒に長いナイフも引き抜いた。
47,"To bardzo niedobrze, że nie nosicie.",それを持ち歩かないのはとてもよくありません。
48,"Rzeźnik też wyciągnął nóż, długi jak kordelas.",肉屋もまたナイフを引き抜いた、それは大きなクロスバーのようだった。
49,"Tamci dwaj postąpili do przodu, unosząc pałki.",あの二人は前に進み出し、棒を振り上げた。
50,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",「私は持つ必要がない」と見知らぬ人は言った、その場から動かないで。
51,Moja broń chodzi za mną.,私の武器が私の後を追いかけてくる。
52,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",廃墟から、ソフトで確実な一歩で、二人の若い女性が出てきた。
53,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",その群衆はすぐさま退いて、後退し、疎らになった。
54,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",両方の女の子が笑顔を見せ、歯をむき出しにし、目を細めていました。その眼角から耳に向かって広く青いタトゥーの筋が流れていました。
55,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki.",強靭な腿に筋肉がうねり、リンクスの皮膚を包み込んだ股下から見えた。そして手袋で覆われた上部で裸の丸い腕も同様だった。
56,"Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",肩から上にも鎖帷子で覆われ、そこからはさらに刀の柄が突き出していた。
57,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",にきび面はゆっくりと、極めて遅く膝を曲げ、ナイフを地面に落とした。
58,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",がれきの穴から石がかちんと音を立て、つづいてガサゴソする音があって、それから闇から手が現れ、欠けた壁の端にしっかりとつかまった。
59,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",その手の後ろには、白い髪がレンガ色の粉で覆われた頭、青ざめた顔、肩から突き出た剣の柄が次々に現れた。
60,Tłum zaszemrał.,群衆がざわついた。
61,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią.",白髪の男はうなだれ、穴から奇妙な形、奇異な身体を引っ張り出した。それは血で染み込んだ埃で太らせられていた。
62,"Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",彼は長いトカゲの尾を掴み、一言も発することなく、太った村長の足元にその生物を投げつけた。
63,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",村長は飛び退き、倒れた壁の破片につまずきながら、湾曲した鳥の嘴、膜状の翼、そして鱗で覆われた足にある鎌形の爪を見ていました。
64,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude.",かつては紅色だったが、今では汚れた赤茶色の膨らんだ喉仏に目を向ける。
65,"Na szkliste, wpadnięte oczy.",ガラスのように光って凹んだ目を。
66,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",「そのバジリスクさ」と白髪の男は言いながら、ズボンからほこりを払った。
67,Zgodnie z umową.,契約通りに。
68,"Moje dwieście lintarów, jeśli łaska.",どうか私の二百リンタルをください。
69,"Uczciwych lintarów, mało oberżniętych.",正直な酒豪で、酔いがそんなに回っていない人々。
70,"Sprawdzę, uprzedzam.",調べてみるよ、と先に告げておく。
71,Wójt drżącymi dłońmi wysupłał sakiewkę.,村長は震える手で財布を取り出した。
72,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の男が周囲を見渡し、一瞬、顔にニキビのある男と、彼の足元に落ちていたナイフに視線を留めた。
73,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",彼は茶色のチュニックを着た男を、そしてリスの皮を纏った少女たちを見つめた。
74,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",彼は震えている村長の手から観賞魚を取り出すと、いつも通りに言った。
75,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",あなた達のために少額のお金で命を賭けている一方、あなた達は私の持ち物に手を出しているんだ。
76,"Nigdy się, zaraza z wami, nie zmienicie.",あなたたち、一体いつになったら変わるんだ。
77,"Nie ruszone zamamrotał rzeźnik, cofając się.",「触らないで」と精肉屋はつぶやき、後ずさりした。
78,Tamci z pałkami już dawno wtopili się w tłum.,その棒を持った者たちは、既に人混みに紛れ込んでしまっていた。
79,"Nie ruszone wasze rzeczy, panie.",あなたのものは触られていませんよ、旦那。
80,Wielcem rad białowłosy uśmiechnął się.,その白髪の老人は大変喜んで微笑んだ。
81,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",その笑顔を見て、青ざめた顔に咲く開け放たれる傷のように、群衆は急速に散り始めました。
82,"I dlatego, bratku, ty też nie będziesz ruszony.",だから兄弟よ、あなたも動揺することはないだろう。
83,Odejdź w pokoju.,安らかに去りなさい。
84,Ale odejdź prędko.,だが、早く去ってくれ。
