id,source,translation
33,"Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They sat calmly under wall clocks, even though superstition holds that to do so can bring death; they slept with their heads towards the door, even though according to superstition, this would mean being carried out feet first through the very same door."
34,"Sie hängten zwischen Weihnachten und Neujahr Wäsche auf, was, wie Elsbeth warnte, bei Aberglauben einem Suizid oder einer Beihilfe zum Mord gleichkommt.","They hung laundry between Christmas and New Year, which, as Elsbeth warned, in superstition is equivalent to a suicide or aiding and abetting a murder."
35,"Sie erschraken nicht, wenn nachts das Käuzchen rief, wenn ein Pferd im Stall stark schwitzte, wenn ein Hund nachts jaulte, mit gesenktem Kopf.","They weren't scared when the owl called at night, when a horse in the stable was sweating heavily, when a dog was howling at night with its head bowed low."
36,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","The train ride lasted fifteen minutes, with no stops in between."
37,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We would stand with our backs to the windows by the opposite train doors, Martin would close his eyes, and I would look out of the train door window that was behind Martin."
38,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","In first class, I pointed out to Martin everything I saw during the journey, and Martin tried to memorize it all."
39,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","This worked out very well, so that by the second year of school I no longer had to dictate anything, and Martin, with his back to the window and his eyes closed, could recite almost everything I saw through the steamed-up train window: ""Wire factory,"" he said exactly at the moment we passed by the wire factory."
40,"""Jetzt Feld. Weide.","""Now a field. Pasture."""
41,Das Gehöft vom verrückten Hassel.,The farmstead of the mad Hassel.
42,Wiese.,Meadow.
43,Wald.,Forest.
44,Wald. Hochsitz eins.,Forest. High seat one.
45,Feld. Wald. Wiese.,Field. Forest. Meadow.
46,"Weide, Weide.","Pasture, pasture."
47,Reifenfabrik.,Tire factory.
48,Dorf. Weide.,Village. Pasture.
49,Feld. Hochsitz zwei.,Field. High seat two.
50,Waldstück.,Piece of forest.
51,"Hof. Feld. Wald. Hochsitz drei. Dorf.""","Court. Field. Forest. Hunting stand three. Village."""
52,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else could it have been,"" said Selma, ""and that one can hardly mistake an okapi for another animal."""
53,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""However,"" I said, ""it could have been a deformed bovine, a misconstructed giraffe, a whim of nature, and one couldn't discern the stripes and russet hue all too clearly at night; after all, everything is very blurry."""
54,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","""That's nonsense,"" Selma said, rubbing her forehead, ""that's just nonsense, Luise."""
55,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","She put a slice of cheese on the bread, folded it over, and placed it in my sandwich box."
56,"""Weißt du, wann genau du das geträumt hast""?","""Do you know exactly when you had this dream?"""
57,"""Gegen drei Uhr"", sagte Selma.","""About three o'clock,"" said Selma."
58,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.","She was startled awake after the vision of the Okapi faded. Sitting upright in bed, she looked down at her nightgown in which she had been standing on the Uhlheck in her dream and then glanced at the alarm clock."
59,Drei Uhr.,Three o'clock.
60,"""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","""We probably shouldn't take this so seriously,"" said Selma, but she said it as a television detective who doesn't take an anonymous letter too seriously."
61,"""Was ist denn?"", fragte ich.","""What's the matter?"" I asked."
62,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nothing,"" Selma chirped, opening the refrigerator, pulling out a pack of sliced cheese and liver sausage, and waving them through the air."
63,"""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.","""What would you like on your sandwich for school today?"" she chirped."
64,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Little mouse,"" she cooed after him, and the cooing and 'little mouse' were indeed alarming."
65,"""Käse, bitte"", sagte ich, ""was hast du denn""?","""Cheese, please,"" I said, ""what do you have?"""
66,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Nothing,"" trilled Selma, ""I did say that."""
67,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","She spread butter onto a slice of bread, and because she was still slacking off, she knocked the cheese off the counter with her wrist."
68,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Selma now stood still, looking down at the package of cheese as though it were something precious that had shattered into a thousand pieces."
69,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma had dreamed of an okapi three times in her life, and after each time someone had died. Therefore, we were convinced that the dream of an Okapi and death were certainly connected."
70,Unser Verstand funktioniert so.,That's how our mind works.
71,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.",He can ensure in the shortest time that the most divergent things firmly belong together.
72,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Coffee pots and shoelaces, for example, or deposit bottles and fir trees."
73,"Wenn ich unten bei Selma schlief, erzählte sie mir am Bettrand Geschichten mit guten Enden.","When I slept downstairs with Selma, she would tell me bedtime stories with happy endings."
74,"Als ich kleiner war, hatte ich nach den Geschichten immer ihr Handgelenk umfasst, meinen Daumen auf ihren Puls gelegt und mir vorgestellt, dass die ganze Welt alles im Rhythmus von Selmas Herzschlag tat.","When I was younger, after the stories, I would always hold her wrist, put my thumb on her pulse and imagine that the whole world did everything to the rhythm of Selma's heartbeat."
75,"Ich stellte mir vor, wie der Optiker Linsen schliff, Martin ein Gewicht stemmte, Elsbeth ihre Hecke schnitt, wie der Einzelhändler Safttüten einräumte, meine Mutter Tannenzweige aufeinanderschichtete, mein Vater Rezepte stempelte, und alle taten das genau in Selmas Herzrhythmus.","I imagined the optician grinding lenses, Martin lifting a weight, Elsbeth trimming her hedge, the retailer stocking juice boxes, my mother layering fir branches, my father stamping prescriptions, and they all did this precisely to Selma's heartbeat rhythm."
76,"Darüber war ich immer verlässlich eingeschlafen, aber jetzt, mit zehn Jahren, fand Selma, sei ich zu alt dafür.","I had always reliably fallen asleep to this, but now, at ten years old, Selma thought I was too old for that."
