id,source,translation
31,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.","He reached the capital city and learned that she had died, perhaps unable to bear the separation."
32,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostap found her grave on the cemetery made of white marble stone, looked at it, and his heart skipped a beat – his iron rose lay on the stone."
33,Завещала та женщина положить розу на ее могилу.,That woman instructed to place a rose on her grave.
34,Навеки.,Forever.
35,"А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.",And Ostap began to play the lyre and perhaps he died on the road or at the market under a cart.
36,Аминь!,Amen!
37,На том берегу подымался по скату заповедный лес графини Браницкой.,"On the other shore, the forbidden forest of Countess Branczyk rose along the slope."
38,Солнце не могло прорваться сквозь мощную зелень этого леса.,The sun could not break through the dense greenery of this forest.
39,Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности.,Only occasionally did a solitary beam of light pierce through the thick foliage and reveal to us the astonishing power of vegetation.
40,"Как сверкающие пылинки, влетали в этот луч маленькие птицы.","Like glittering specks of dust, little birds flew into this ray."
41,"Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.",They chased each other with squeals and plunged into the foliage as if it were green water.
42,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал.","I filled the bucket with water from the pond, threw grass into this water and waited."
43,Красные поплавки неподвижно стояли в воде.,The red buoys stood motionless in the water.
44,"Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону.","Then one of them would start twitching, send out gentle ripples, suddenly dive or swim rapidly to the side."
45,"Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня.","The father struck, the line tightened, the hazel rod bent into an arc, and in the mist above the pond there began a gurgling, splashing, fussing."
46,"Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск.","The water scattered, shaking the pitchers, and busy water beetles scurried off in all directions, and finally a flickering golden gleam appeared in the mysterious depths."
47,"Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася.",It was impossible to make out what it was until my father dragged a heavy carp onto the crushed grass.
48,"Он лежал на боку, отдувался и шевелил плавниками.","He lay on his side, catching his breath and moving his fins."
49,От его чешуи шел удивительный запах подводного царства.,An amazing smell of the underwater kingdom emanated from its scales.
50,Яша считал про себя секунды.,Yasha counted seconds to himself.
51,"Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы.",We knew that it was a seven-minute walk from Sturdzovskiy Lane to the Landesman Sanatorium.
52,В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности.,"In the sanatorium, behind a tall fence and iron gates, we always felt completely safe."
53,Особенно если не зажигали коптилок.,Especially if the incense burners were not lit.
54,"Когда мы проходили около подворотни, Яша споткнулся.","When we passed by the gate, Yasha stumbled."
55,"Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине.","Later, when we would recall the incident in Sturdzevsky lane, Yasha insisted that whenever you want to do something in the best way, you will inevitably stumble over a triviality."
56,"Я же про себя думал, что всему виной была Яшина невыносимая походка.","I, on the other hand, thought to myself that it was all because of Yasha's unbearable gait."
57,"Но я молчал, чтобы не огорчать Яшу.",But I remained silent in order not to upset Yasha.
58,Мы крадучись пошли по переулку.,We sneaked down the alley.
59,"Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни.","I said that one should go to the side where the gate is, stop before reaching it, listen carefully, and then quickly and silently pass by the gate."
60,"Расчет, по-моему, был математически точен.","The calculation, in my opinion, was mathematically accurate."
61,"Если в подворотне есть люди, то они могут нас и не заметить.","If there are people in the alley, they may not notice us."
62,"Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали.","But if we go around from the opposite side of the gate, they may notice us from afar."
63,"Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше.","I calculated that in the latter case we would go against a dangerous alleyway, or rather, we would be visible to the people hiding in the alleyway, five times longer."
64,"И, следовательно, будет в пять раз больше шансов, что нас заметят.","And, therefore, there will be five times more chances that we will be noticed."
65,"Утром я просыпался от жаркого солнца, бившего в белые стены.","In the morning, I would wake up from the hot sun beating on the white walls."
66,Красные и желтые мальвы-монашки покачивались за открытым окном.,Red and yellow hollyhocks swayed by the open window.
67,Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела.,The nasturtium flower peeked into the room with them; a furry bee sat in it.
68,"Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка.","I watched, frozen, as she angrily backed out and emerged from the narrow flower."
69,"По потолку без конца бежали светлые струи, легкие волны отражения реки.","Endlessly, bright streams of light ran along the ceiling, gentle waves of reflection of the river."
70,"Река шумела тут же, рядом.","The river was roaring right there, nearby."
