id,source,translation
13,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,The uniform they wore in the neighborhood during their leave enveloped them in patriotic beauty and virtual sacrifice.
14,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.","The shadow of the victorious fighters, the GIs, hung around them."
15,"Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes.","The rough cloth of the jacket, touched when they stood on tiptoe to kiss them, materialized the absolute divide between the world of men and that of women."
16,À les voir on éprouvait un sentiment d'héroïsme.,"When you looked at them, you felt a sense of heroism."
17,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Underneath the unchanging surface, last year's circus posters with Roger Lanzac's photo, images of First Communion distributed among classmates, the Club des Chansonniers on Radio Luxembourg—days were being filled with new desires."
18,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.","On Sunday afternoons, people crowded around the display window of the general electric store in front of the television."
19,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,Cafes were investing in buying a radio to attract customers.
20,Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière.,"Motorcross tracks wound along the sides of the hills, and one could watch the deafening machines go up and down all day long."
21,"L'impatience grandissante du commerce avec ses nouveaux mots d'ordre, « initiative », « dynamisme », secouait le train-train des villes.","The growing impatience of business with its new watchwords, ""initiative"" and ""dynamism,"" was shaking up the routine of cities."
22,"Entre la fête foraine et la kermesse, la Quinzaine commerciale s'installait comme rite de printemps.","Between the funfair and the fair, the Commercial Fortnight settled in as a spring ritual."
23,"Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger.","In the streets of the city center, loudspeakers blared out calls to buy, interrupted by songs from Annie Cordy and Eddie Constantine, to win a Simca or a dining room set."
24,"Sur le podium, place de la Mairie, un animateur local faisait rire avec les blagues de Roger Nicolas et de Jean Richard, rameutait des candidats pour le Crochet ou Quitte ou double, comme à la radio.","On the stage, in the town square, a local presenter had people laughing with jokes by Roger Nicolas and Jean Richard, rallying contestants for ""Le Crochet"" or ""Quitte ou double,"" just like on the radio."
25,Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce.,"Sitting in a corner of the podium, the Queen of Commerce sat enthroned under her crown."
26,La marchandise avançait sous les couleurs de la fête.,The merchandise advanced under the colors of the party.
27,"Les gens disaient « ça change » ou « il ne faut pas s'encroûter, on s'abrutit à rester chez soi ».","People would say ""things change"" or ""one must not become stagnant, staying at home makes you dull."""
28,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant.","But they only talked about what they had seen, which could be relived through eating and drinking."
29,Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu.,They did not have enough talent or conviction to talk about what they knew but had not seen.
30,"Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima.","So neither Jewish children boarding trains to Auschwitz, nor the starved bodies collected in the morning in the Warsaw ghetto, nor the 10,000 degrees in Hiroshima."
31,"D'où cette impression que les cours d'histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","Hence the impression that later on history lessons, documentaries, and films would not dispel: neither the crematoriums nor the atomic bomb belonged to the same era as butter on the black market, air-raid warnings, and hiding in cellars."
32,"Ils embrayaient par comparaison sur la guerre d'avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d'hommes que les femmes de la table écoutaient avec respect.","They transitioned by comparing it to the previous war, the Great War, the one in '14 that was won with blood and glory, a war of men that the women at the table listened to with respect."
33,"Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918.","They were talking about the Chemin des Dames and Verdun, about those gassed, and the bells on November 11, 1918."
34,Ils nommaient des villages dont pas un enfant parti au front n'était revenu.,They named villages where not a single child who had gone to the front had returned.
35,"Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l'abri pendant cinq ans, qui n'avaient même pas reçu de bombes sur la tête.","They set the soldiers in the muddy trenches against the 40 prisoners, warm and sheltered for five years, who hadn't even received bombs on their heads."
36,Ils se disputaient l'héroïsme et le malheur.,They argued over heroism and misfortune.
37,"Les enfants n'écoutaient pas et se dépêchaient de quitter la table dès qu'ils en avaient reçu la permission, profitant de la bienveillance générale des jours de fête pour se livrer aux jeux interdits, sauter sur les lits et faire de la balançoire la tête en bas.","The children didn't listen and hurried to leave the table as soon as they were given permission, taking advantage of the general kindness of festive days to engage in forbidden games, jump on beds, and swing upside down."
38,Mais ils retenaient tout.,But they held everything back.
39,"À côté du temps fabuleux dont ils n'ordonneraient pas avant longtemps les épisodes, la Débâcle, l'Exode, l'Occupation, le Débarquement, la Victoire ils trouvaient terne celui, sans nom, où ils grandissaient.","Next to the fabulous times whose episodes they would not control for a long time: La Débâcle, l'Exode, l'Occupation, le Débarquement, la Victoire - they found dull the unnamed time in which they grew up."
40,"Ils regrettaient de ne pas avoir été nés, ou à peine, quand il fallait partir en cohorte sur les routes et dormir sur la paille comme des bohémiens.","They regretted not having been born, or barely, when they had to leave in cohorts on the roads and sleep on straw like Bohemians."
41,De ce temps non vécu ils garderaient le regret tenace.,They would keep the lingering regret of that unexperienced time.
42,La mémoire des autres leur refilait une nostalgie secrète pour cette époque qu'ils avaient manquée de si peu et l'espérance de la vivre un jour.,The memories of others passed on to them a secret nostalgia for that era which they had missed by so little and the hope of experiencing it one day.
43,La frénésie qui avait suivi la Libération s'estompait.,The frenzy that had followed the Liberation was fading away.
44,Alors les gens ne pensaient qu'à sortir et le monde était plein de désirs à satisfaire sur-le-champ.,So people only thought about going out and the world was full of desires to be satisfied immediately.
45,"Tout ce qui constituait la première fois depuis la guerre provoquait la ruée, les bananes, les billets de la Loterie nationale, le feu d'artifice.","Everything that marked the first time since the war was causing a rush: bananas, tickets for the national lottery, fireworks."
46,"Par quartiers entiers, de la grand-mère soutenue par ses filles au nourrisson en landau, les gens se précipitaient à la fête foraine, à la retraite aux flambeaux, au cirque Bouglione où ils manquaient être piétinés dans la bousculade.","In whole sections, from the grandmother supported by her daughters to the baby in a pram, people rushed to the fair, the torchlight procession, and the Bouglione circus where they narrowly avoided being trampled in the crush."
47,Ils se portaient en foule priante et chantante sur la route pour accueillir la statue de Notre-Dame de Boulogne et la reconduire le lendemain sur des kilomètres.,"They went in a crowd, praying and singing on the road to welcome the statue of Our Lady of Boulogne and accompany her for kilometers the next day."
48,"Profane ou religieuse, toute occasion leur était bonne d'être au-dehors ensemble, comme s'ils voulaient continuer de vivre collectivement.","Profane or religious, any occasion was a good opportunity for them to be outside together, as if they wanted to continue living collectively."
49,"Le dimanche soir, les cars revenaient de la mer avec de grands jeunes gens en short qui chantaient à tue-tête, grimpés sur le toit à bagages.","On Sunday evenings, the buses returned from the sea with tall young men in shorts who were singing at the top of their lungs, perched on the roof racks."
50,Les chiens se promenaient en liberté et s'accouplaient au milieu de la rue.,The dogs were walking around freely and mating in the middle of the street.
51,Récit familial et récit social c'est tout un.,Family history and social narrative are one and the same.
52,"Les voix des convives délimitaient les espaces de la jeunesse : la campagne et les fermes où, de mémoire perdue, les hommes avaient été commis et les filles servantes, l'usine où tous s'étaient rencontrés, fréquentés et mariés, les petits commerces où avaient accédé les plus ambitieux.","The voices of the guests defined the areas of youth: the countryside and farms where, from a forgotten memory, men had been employed and girls as servants, the factory where they had all met, frequented and married, the small shops where the most ambitious had succeeded."
53,"Elles dessinaient des histoires sans événements personnels autres que les naissances, les mariages et les deuils, sans voyages en dehors du régiment dans une lointaine ville de garnison, des existences occupées par le travail, sa dureté et son usure, les menaces de la boisson.","They were drawing stories without personal events other than births, marriages and deaths, without trips outside the regiment to a distant garrison town, lives occupied by work, its hardness and weariness, the threats of alcohol."
54,"L'école était un arrière-fond mythique, un bref âge d'or dont l'Instituteur avait été le dieu rude avec sa règle en fer pour taper sur les doigts.","The school was a mythical backdrop, a brief golden age of which the Teacher had been the harsh god with his iron ruler to smack on the fingers."
55,"De main en main passaient des photos brunies au dos taché par tous les doigts qui les avaient tenues dans d'autres repas, mélange de café et de graisse fondu en une couleur indéfinissable.","From hand to hand passed browned photos with backs stained by all the fingers that had held them during other meals, a mixture of coffee and grease melted into an indefinable color."
56,"Dans les mariés raides et graves, les invités de la noce s'étageant sur plusieurs rangs le long d'un mur, on ne reconnaissait ni ses parents ni personne.","In the stiff and solemn newlyweds, the wedding guests arranged in rows along a wall, one could not recognize one's parents or anyone else."
57,"Ce n'était pas soi non plus qu'on voyait dans le bébé de sexe indistinct à demi nu sur un coussin mais quelqu'un d'autre, une créature appartenant à un temps muet et inaccessible.","It wasn't oneself either that one saw in the half-naked, indistinct baby on a cushion, but someone else, a creature belonging to a silent and inaccessible time."
