id,source,translation
26,"Unstrittig ist, dass der Tod und das mit ihm einhergehende Problem, wie mit der plötzlichen Abwesenheit eines Menschen bei gleichzeitiger Anwesenheit seiner Hinterlassenschaften, vom Leichnam bis zum herrenlosen Hab und Gut, umzugehen ist, im Laufe der Zeit Antworten gefordert und Handlungen provoziert hat, deren Bedeutung ihren bloßen Zweck übersteigen und unsere frühen Ahnen aus der Sphäre des Animalischen in die des Menschlichen treten ließ.",死とそれに伴う問題、つまり人が急にいなくなったときの遺品や遺体、放置された財産の取り扱いについては、時間の経過と共に解答を求められ、行動を引き起こしました。これらの意味は単なる目的を超えており、私たちの早期の祖先が動物的な領域から人間的な領域へ進むことを可能にしました。
27,"Die sterblichen Reste von Artgenossen nicht einfach den natürlichen Zersetzungprozessen zu überantworten, gilt gemeinhin als eine Eigenart des Menschen, obwohl sich vergleichbares Verhalten auch bei anderen höheren Tieren beobachten lässt:",人間の遺骸をただ自然の分解過程に任せるのではなく、何かするという行動は、一般的には人間特有のものと考えられていますが、他の高等動物でも同様の行動が観察されます：
28,"So versammeln sich Elefanten beispielsweise um ein sterbendes Herdenmitglied, berühren es stundenlang mit dem Rüssel, trompeten dabei aufgebracht und versuchen oft noch, den leblosen Körper wieder aufzurichten, ehe sie den Leichnam schließlich mit Erde und Zweigen bedecken.",例えば、象は死にかけている群れのメンバーの周りに集まり、何時間も彼を鼻で触りながら激しく鳴き、無生気な体を立て直そうとし、最終的には遺体を土や枝で覆います。
29,"Auch werden jene Sterbe-Orte von ihnen noch Jahre später regelmäßig aufgesucht, wozu es zweifellos eines guten Gedächtnisses, womöglich sogar gewisser Jenseitsvorstellungen bedarf, die wir uns nicht weniger phantastisch als die unsrigen und ebenso unverifizierbar vorstellen dürfen.",また、彼らはその死の場所を何年もの間定期的に訪れるでしょう。それには間違いなく優れた記憶力が必要であり、恐らくは我々と同じく非現実的で確認不可能な彼方への想像力までもが必要だと考えることができます。
30,"Erst jetzt, da ich die Arbeit an diesem Buch, in dem die vielfältigen Phänomene der Zersetzung und Zerstörung eine tragende Rolle spielen, fast beendet habe, sehe ich ein, dass es nur eine der unzähligen Arten darstellt, mit dem Tod umzugehen, die im Grunde nicht unbeholfener oder fürsorglicher ist als jene von Herodot bezeugte Sitte der Kallatier, die ihre verstorbenen Eltern aufzuessen pflegten und voller Entsetzen waren, als sie von jenem Brauch der Griechen hörten, die ihrigen zu verbrennen.",この本の仕事がほぼ終わり、分解や破壊の様々な現象が主役を演じることを現在では認識しています。その本質的にはヘロドトスが証言したカラティエ人の習慣、亡くなった親を食べることや、自分たちのものを焼くギリシャ人の風俗に恐怖したことよりも不器用または配慮深いわけではない数え切れない方法の一つであることに私は気付きました。
31,"Denn darüber, ob derjenige dem Leben näher ist, der sich seine Sterblichkeit unaufhörlich vor Augen führt, oder jener, dem es gelingt, den Tod zu verdrängen, gibt es so widerstreitende Ansichten wie über die Frage, ob die Vorstellung grauenerregender sei, dass alles ein Ende haben wird, oder die, dass es keines geben könnte.",つまり、自分の死を常に意識して生活している人が人生に近づいているのか、それとも死を追い出すことに成功する人が近づいているのかという問題については、全てが終わるという想像が恐ろしいか、またはそうならない可能性があるという想像が恐ろしいかという問題だけでなく、様々な誤解もあります。
32,"Natürlich hatte ich schon davor andere bemerkenswerte Begräbnisstätten besucht: die Toteninsel San Michele etwa, wie sie mit hohen, roten Backsteinmauern aus dem blaugrünen Wasser der Lagune von Venedig emporragt gleich einer uneinnehmbaren Festung, oder das grelle Jahrmarktstreiben des Hollywood Forever Cemetery am alljährlich von der mexikanischen Bevölkerung begangenen Día de los Muertos mit den orange-gelb geschmückten Gräbern und den von der fortgeschrittenen Verwesung auf ewig zum Grinsen verdammten Totenschädeln aus bunt gefärbtem Zucker und Pappmaché.",もちろん、それ以前にも私は他の注目すべき墓地を訪れていました。たとえば、高い赤レンガの壁が青緑色の水面から聳え立ち、要塞のように頑丈そうなヴェネツィアのラグーンに浮かぶサン・ミケーレ島などです。また、毎年メキシコ人居住者が行う「死者の日」（Día de los Muertos）には、オレンジと黄色で装飾された墓や、華やかなお祭り騒ぎが繰り広げられるハリウッド・フォーエバー墓地などです。そしてその場所では進行する腐敗現象で永遠に笑顔を見せる colourful sugar and papier-mache製死者 の頭蓋骨だけでも見ることが出来ます。
33,"Doch keine hat mich so berührt wie der Friedhof jener Fischersiedlung, in dessen eigentümlichem Grundriss — einer Art Kompromiss aus Kreis und Quadrat ich nichts anderes als ein Sinnbild der ungeheuerlichen Utopie zu erkennen glaubte, die ich dort verwirklicht sah: mit dem Tod vor Augen zu leben.",しかし、その漁村の墓地が私にもたらした感動は他のどんなものよりも深かった。その特異な設計―円と四角形の折衷案から、私がそこで実現し目撃した壮大な理想像への象徴以外に何を見いだすことが出来るでしょう：死を目前に生きること。
34,"Lange Zeit war ich überzeugt, an diesem Ort, dessen dänischer Name ""kleine Insel"" oder ""vom Wasser umgeben"" bedeutet, sei man dem Leben näher, gerade weil seine Bewohner die Toten wortwörtlich in ihre Mitte geholt hatten, anstatt sie wie sonst in unseren Breitengraden üblich — aus dem Innersten der Gemeinden vor die Stadttore zu verbannen, auch wenn der urbane Raum sich die Gräberstätten durch sein ungehemmtes Anwachsen oft nur wenig später wieder einverleibt hat.",長い間、私はこの場所が生命に近づくことを確信していました。そのデンマークの名前は「小さな島」または「水に囲まれている」という意味で、その住民たちは文字通り死者を自分たちの中心に引き寄せていました。それだからこそ、他の地域で一般的な都市から離れて死者を追放するのではなく、都市空間が墓地を勢いよく拡大させるとすぐに再度取り戻してしまうこともあります。
35,An einem Augusttag vor einigen Jahren besuchte ich eine Stadt im Norden.,数年前のある8月の日、私は北部の都市を訪れました。
36,"Sie liegt an einer der letzten Ausbuchtungen eines Meeresarmes, der seit einer vorvergangenen, glazialen Periode weit ins Landesinnere hineinreicht und in dessen brackigem Wasser sich im Frühjahr Heringe, im Sommer Aale, im Herbst Dorsche und im Winter Karpfen, Hechte und Brassen finden, so dass dort der Beruf des Fischers bis heute ausgeübt wird.",それは海の入江の最後の膨らみに位置しており、この入江は過去の氷河期から遥かに地内まで広がっており、春にはニシン、夏にはウナギ、秋にはタラ、冬にはコイやパイクやブリームがその汽水で見つかるため、そこでは今日でも漁師という仕事が行われています。
37,"Diese Männer bewohnen mit ihren Familien seit Jahrhunderten ein nicht anders als malerisch zu nennendes Viertel, das aus kaum mehr als zwei mit Kopfstein gepflasterten Straßen, einem Trockenplatz für die Netze und einer nur noch von zwei alten, adligen Damen bewohnten Klosteranlage besteht.",これらの男たちは、自分たちの家族と共に何世紀もの間、見事な景観の地区に住みつづけています。ここは石畳の道路が2本と、網が干せる場所があり、また修道院の建物もありますが、そこは今では高齢の貴婦人2人だけが住んでいるだけです。
38,"Kurzum, es handelt sich um einen jener scheinbar aus der Zeit gefallenen Orte, in denen sich allzu leicht der Versuchung erliegen lässt, eine ebenso vage wie verlockende Vergangenheit für lebendig zu halten.",要するに、それは時間から取り残されたような場所の一つであり、あまりにも簡単に、あいまいで魅力的な過去を生きていると誤解しやすい試みに陥る場所です。
39,"Doch nicht die blühenden Rosenstöcke und hohen Malven vor den niedrigen, weiß gekalkten Häusern, nicht deren bunt bemalte Holztüren oder die schmalen, zumeist direkt hinunter zum steinigen Ufer führenden Gänge zwischen den Gebäuden sind mir in besonderer Erinnerung geblieben, sondern der merkwürdige Umstand, dass ich im Zentrum der Siedlung keinen Marktplatz, sondern einen Friedhof vorfand, von jungen, sommergrünen Linden beschattet und von einem gusseisernen Zaun eingefasst, dass also ebendort, wo gewöhnlich Ware gegen Geld getauscht wurde, die Toten unter der Erde das taten, was man aus einem unausrottbaren Wunschglauben heraus gerne ""ruhen"" nennt.",しかし、低く白く塗りつぶされた家の前に咲き誇るバラの茂みや高いマルバ、彩り鮮やかな木製の扉や、建物間を縫って大抵は石畳の海岸まで直接通じている細い路地よりも、私が特に記憶に残したのは、集落中心部で市場ではなく墓地を見つけたという奇妙な事実です。そこは若々しく夏の緑色をしたライムツリーに覆われ、鋳鉄製のフェンスで囲まれており、「休む」とあえて名付けられる不滅の願望信念から見て通常商品が金で交換される場所でもあった死者が地下で行うことだけです。
40,"Mein Erstaunen, das ich zuerst für Unbehagen hielt, war groß und wuchs noch, als man mich auf das Haus einer Frau aufmerksam machte, die beim Kochen von ihrer Küche aus auf das Grab ihres früh verstorbenen Sohnes blicken konnte, und mir klar wurde, dass die jahrhundertealte Tradition der hier für den Bestattungsritus zuständigen Totengilde dazu geführt hatte, die schon Gestorbenen und die noch Lebenden ein und derselben Familie so nah beinander zu belassen, wie ich es bisher nur von den Bewohnern einiger pazifischer Inseln kannte.",最初は不快感だと思っていた私の驚きは大きく、それは更に増した。死に早く息子の墓をキッチンから見ることができる女性の家に注意を向けられ、何世紀も続く死者ギルドが葬儀儀式を取り仕切る伝統が、すでに亡くなった人々とまだ生きている同じ家族をその存在近さで一緒にすることをもたらしていました。それまでは太平洋のいくつかの島々の住民からしか知りませんでした。
