id,source,translation
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Po tym, jak zapytałem matkę i skończyło się pouczenie, moja siostra zawsze mówiła mi ""dziękuję"", czy myślała że ją uratowałem?"
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nie interesowały mnie zbytnio słodycze ani zabawki, więc często je oddawałem mojej siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja siostra zawsze chodziła za mną.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tata, lubisz kurczaka z rożna, więc dziś go upieczemy i zjemy"". Kiedy powtórzyłem to głośno słysząc, czy dobrze zrozumiała, mama wystraszyła się i sąsiadka obok też była zdziwiona - oczy, nozdrza i usta wszystkich razem się szeroko otworzyły."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Miał dziwną minę, więc zaraz się zaśmiałem, ale kiedy zobaczyłem, że ta osoba gapi się na moje dłonie, pomyślałem: ""Tak właściwie, jedno ptaszysko to za mało""."
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Czy powinnam przynieść więcej?"" - Matka, która patrzyła na wróble, które szły obok siebie, odwróciła wzrok i z desperacją krzyknęła: ""Keiko!"""
18,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Stworzę dla sówki grób i go zasypię."
19,ほら、皆も泣いてるよ。,"Widzisz, wszyscy płaczą."
20,お友達が死んじゃって寂しいね。,"Przykro mi, że twój przyjaciel umarł."
21,ね、かわいそうでしょう？」,"Wiesz, to jest smutne, prawda?"
22,「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Dlaczego? Przecież już umarłam."" Na moje pytanie matka była zaskoczona."
23,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Szybko włożył do torby puszki z kawą, papierosy i hot dogi w stylu amerykańskim, wszystko w małym rozmiarze S."
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"Mężczyzna, który wcześniej brzęczał drobnymi monetami w kieszeni, nagle wkłada rękę do kieszeni na piersi."
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Zdecydowałem w mgnieniu oka, że płaci elektronicznym środkiem płatniczym."
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Witamy, dzień dobry!"" Uśmiechnąłem się delikatnie i przyjąłem puszki kawy, które mężczyzna klient podał mi."
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""- Ah, proszę mi jeszcze jedną paczkę papierosów Marlboro Light Menthol numer 5. - Rozumiem. - szybko wyciągam paczkę Marlboro Light Menthol numer 5 i skanuję ją na kasie."""
28,「年齢確認のタッチをお願いします」,"""Proszę o potwierdzenie wieku dotknięciem."""
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Przyglądałbym się jemu przenosząc swoje spojrzenie z tacy pełnej fast foodów na ekranie, przerywając dotykaniem."
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"– Czy mogę zapytać, czy masz jakieś pytania? Jeśli klient wydaje się zastanawiać, czy kupić coś, wówczas cofam się i czekam."
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,"Zareagował, odwracając się na dźwięk delikatnie brzęczących monet, i spoglądając w kierunku kasy."
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Osoby, które w kieszeniach swoich dłoni lub płaszczowych kieszeniach rwą się z drobnego pieniądza, zazwyczaj kupują tylko papierosy lub gazetę i od razu wracają do domu, dlatego są bardzo wrażliwe na dźwięk pieniądza."
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Obok ladu stał mężczyzna, trzymając w jednej ręce puszki z kawą, a drugą włożoną w kieszeń."
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko przeszedłem do środka sklepu, wsunąłem się za ladę kasową i stanąłem tam czekając, żeby nie trzymać klientów w kolejce."
35,コンビニエンスストアは、音で満ちている。,Sklep convenience store jest wypełniony dźwiękiem.
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"W sklepie towarzyszył dźwięk dzwonka, a z głośników dobiegał głos idolki reklamującej nowy produkt."
37,店員の掛け声に、バーコードをスキャンする音。,Dźwięk skanowania kodu kreskowego połączony z okrzykami pracownika sklepu.
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Słychać było dźwięki wrzucania rzeczy do koszyka, trzymanie torebki z chlebem i przemierzanie sklepu na obcasach."
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystko się miesza, tworząc dźwięk „sklepu z osiedlowym”, który bez przerwy dosięga mojej błony bębenkowej."
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki często się spotykają w swojej okolicy, więc mają bardzo podobny wyraz twarzy i sposób mówienia."
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Szczególnie sposób jedzenia słodyczy jest podobny, oboje łamią małe kawałki ciastka za pomocą paznokciem ozdobionych dłoni i wkładają je do ust."
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbuję sobie przypomnieć, czy to było już wcześniej, ale pamięć jest mglista."
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Może zauważyć, że drobne nawyki i gesty, które mieli podczas naszej ostatniej spotkania, już gdzieś się ulotniły."
